Burmese	English	Gender
ေခ်ာစု	Chaw Su 	F
ေခ်ာစုလႈိင္	Chaw Su Hlaing 	F
ေခ်ာစုလြင္	Chaw Su Lwin 	F
ခ်စ္	Chit 	M
ခ်စ္	Chit 	F
ခ်စ္ေအာင္	Chit Aung 	M
ခ်စ္ေအး	Chit Aye 	M
ခ်စ္ခ်စ္	Chit Chit 	F
ခ်စ္ဟန္	Chit Han 	M
ခ်စ္လွ	Chit Hla 	M
ခ်စ္လႈိင္	Chit Hlaing 	M
ခ်စ္ေဌး	Chit Htay 	M
ခ်စ္ေထြး	Chit Htwe 	M
ခ်စ္ခိုင္	Chit Khaing 	M
ခ်စ္ခင္	Chit Khin 	M
ခ်စ္ကို	Chit Ko 	M
ခ်စ္ကိုကို	Chit Ko Ko 	M
ခ်စ္ၾကည္	Chit Kyi 	M
ခ်စ္လြင္	Chit Lwin 	M
ခ်စ္ေမာင္	Chit Maung 	M
ခ်စ္ေမ	Chit May 	F
ခ်စ္ျမ	Chit Mya 	M
ခ်စ္ၿမိဳင္	Chit Myaing 	M
ခ်စ္ျမင့္	Chit Myint 	M
ခ်စ္ႏိုင္	Chit Naing 	M
ခ်စ္ေငြ	Chit Ngwe 	M
ခ်စ္ၫြန္႔	Chit Nyunt 	M
ခ်စ္ဦး	Chit Oo 	M
ခ်စ္ေဖ	Chit Pe 	M
ခ်စ္ပို	Chit Po 	M
ခ်စ္စန္း၊ ခ်စ္ဆန္း	Chit San 	M
ခ်စ္ေဆာင္း	Chit Saung 	M
ခ်စ္စိန္	Chit Sein 	M
ခ်စ္စိန္	Chit Sein 	F
ခ်စ္႐ွိန္	Chit Shein 	M
ခ်စ္ေ႐ႊ	Chit Shwe 	M
ခ်စ္စိုး	Chit Soe 	M
ခ်စ္ေဆြ	Chit Swe 	M
ခ်စ္တီး	Chit Tee 	M
ခ်စ္သန္း	Chit Than 	M
ခ်စ္ေသာင္း	Chit Thaung 	M
ခ်စ္သိန္း	Chit Thein 	M
ခ်စ္တင္	Chit Tin 	M
ခ်စ္တင္	Chit Tin 	F
ခ်စ္တိုး	Chit Toe 	M
ခ်စ္ထြန္း	Chit Tun 	M
ခ်စ္ေဝ	Chit Wai 	M
ခ်စ္ဝင္း	Chit Win 	M
ခ်စ္ရီ၊ ခ်စ္ရည္	Chit Yi 	M
ခ်စ္ရင္၊ ခ်စ္ယဥ္	Chit Yin 	M
ခ်ဳိ	Cho 	M
ခ်ဳိ	Cho 	F
ခ်ဳိေအာင္	Cho Aung 	M
ခ်ဳိေအး	Cho Aye 	M
ခ်ဳိခ်ဳိ	Cho Cho 	M
ခ်ဳိခ်ဳိ	Cho Cho 	F
ခ်ဳိခ်ဳိေအာင္	Cho Cho Aung 	F
ခ်ဳိခ်ဳိေအး	Cho Cho Aye 	F
ခ်ဳိခ်ဳိေထြး	Cho Cho Htwe 	F
ခ်ဳိခ်ဳိခိုင္	Cho Cho Khaing 	F
ခ်ဳိခ်ဳိခင္	Cho Cho Khin 	F
ခ်ဳိခ်ဳိေလး	Cho Cho Lay 	F
ခ်ဳိခ်ဳိလြင္	Cho Cho Lwin 	F
ခ်ဳိခ်ဳိမာ	Cho Cho Mar 	F
ခ်ဳိခ်ဳိေမာ္	Cho Cho Maw 	F
ခ်ဳိခ်ဳိျမင့္	Cho Cho Myint 	F
ခ်ဳိခ်ဳိႏိုင္	Cho Cho Naing 	F
ခ်ဳိခ်ဳိၫြန္႔	Cho Cho Nyunt 	F
ခ်ဳိခ်ဳိဦး	Cho Cho Oo 	F
ခ်ဳိခ်ဳိၿပံဳး	Cho Cho Pyone 	F
ခ်ဳိခ်ဳိစန္း	Cho Cho San 	F
ခ်ဳိခ်ဳိသန္း	Cho Cho Than 	F
ခ်ဳိခ်ဳိသိန္း	Cho Cho Thein 	F
ခ်ဳိခ်ဳိသက္	Cho Cho Thet 	F
ခ်ဳိခ်ဳိသင္း	Cho Cho Thin 	F
ခ်ဳိခ်ဳိတင္	Cho Cho Tin 	F
ခ်ဳိခ်ဳိထြန္း	Cho Cho Tun 	F
ခ်ဳိခ်ဳိဝင္း	Cho Cho Win 	F
ခ်ဳိႀကီး	Cho Gyi 	M
ခ်ဳိေလး	Cho Lay 	M
ခ်ဳိလြင္	Cho Lwin 	M
ခ်ဳိမာ	Cho Mar 	F
ခ်ဳိမာလြင္	Cho Mar Lwin 	F
ခ်ဳိမာဦး	Cho Mar Oo 	F
ခ်ဳိျမင့္	Cho Myint 	M
ခ်ဳိႏြယ္ဦး	Cho Nwe Oo 	F
ခ်ဳိဦး	Cho Oo 	M
ခ်ဳိၿပံဳး	Cho Pyone 	M
ခ်ဳိၿပံဳး	Cho Pyone 	F
ခ်ဳိတီ	Cho Ti 	F
ခ်ဳိတူး	Cho Too 	M
ခ်ဳိတူး	Cho Too 	F
ခ်ဳိတု	Cho Tu 	M
ခ်ဳိထြန္း	Cho Tun 	M
ခ်ဳိဝင္း	Cho Win 	M
အိအိေခ်ာ	Ei Ei Chaw 	F
အိအိလႈိင္	Ei Ei Hlaing 	F
အိအိေထြး	Ei Ei Htwe 	F
အိအိခိုင္	Ei Ei Khaing 	F
အိအိခင္	Ei Ei Khin 	F
အိအိေက်ာ္	Ei Ei Kyaw 	F
အိအိလြင္	Ei Ei Lwin 	F
အိအိေမာ္	Ei Ei Maw 	F
အိအိမိုး	Ei Ei Moe 	F
အိအိစန္း	Ei Ei San 	F
အိအိဝင္း	Ei Ei Win 	F
အိႀကိဳ	Ei Kyo 	M
အိေမာင္	Ei Maung 	M
အိေ႐ႊစင္	Ei Shwe Sin 	F
အိသႏၲာေဇာ္	Ei Thandar Zaw 	F
အိသက္သက္ေဆြ	Ei Thet Thet Swe 	F
အိတင္	Ei Tin 	M
ႀကီးေမာင္	Gyi Maung 	M
ႀကီးျမင့္	Gyi Myint 	M
ဟန္	Han 	M
ဟန္	Han 	F
ဟန္ေအး	Han Aye 	M
ဟန္ေဌး	Han Htay 	M
ဟန္ၾကည္	Han Kyi 	M
ဟန္ၾကည္	Han Kyi 	F
ဟန္လင္း	Han Lin 	M
ဟန္ေမာင္	Han Maung 	M
ဟန္မင္းထြန္း	Han Min Tun 	M
ဟန္ျမင့္	Han Myint 	M
ဟန္မ်ဳိးေအာင္	Han Myo Aung 	M
ဟန္ၿငိမ္း	Han Nyein 	M
ဟန္ၫြန္႔	Han Nyunt 	M
ဟန္ဆိုင္၊ ဟန္စိုင္	Han Saing 	M
ဟန္စိန္	Han Sein 	M
ဟန္႐ွိန္	Han Shein 	M
ဟန္႐ွင္း	Han Shin 	M
ဟန္ေ႐ႊ	Han Shwe 	M
ဟန္စိုး	Han Soe 	M
ဟန္သာ	Han Thar 	M
ဟန္ေသာင္း	Han Thaung 	M
ဟန္သိန္း	Han Thein 	M
ဟန္တင္	Han Tin 	M
ဟန္တင့္	Han Tint 	M
ဟန္ထြန္း	Han Tun 	M
ဟန္ထြန္းေအာင္	Han Tun Aung 	M
ဟန္ဝင္း	Han Win 	M
ဟန္ဝင္းေအာင္	Han Win Aung 	M
ဟန္ရီ	Han Yi 	M
ဟန္ရင္	Han Yin 	M
ဟန္ေဇာ္	Han Zaw 	M
ဟိန္းထက္ေအာင္	Hein Htet Aung 	M
ဟိန္းထက္လင္း	Hein Htet Lin 	M
လွ	Hla 	M
လွ	Hla 	F
လွေအာင္	Hla Aung 	M
လွေအး	Hla Aye 	M
လွေအး	Hla Aye 	F
လွေဘာ္	Hla Baw 	M
လွခ်စ္	Hla Chit 	M
လွခ်ဳိ	Hla Cho 	M
လွေဒါင္း	Hla Daung 	M
လွဒင္	Hla Din 	M
လွႀကီး	Hla Gyi 	M
လွဟန္	Hla Han 	M
လွလွ	Hla Hla 	F
လွလွေအာင္	Hla Hla Aung 	F
လွလွေအး	Hla Hla Aye 	F
လွလွခ်ဳိ	Hla Hla Cho 	F
လွလွေဌး	Hla Hla Htay 	F
လွလွေထြး	Hla Hla Htwe 	F
လွလွခင္	Hla Hla Khin 	F
လွလွၾကည္	Hla Hla Kyi 	F
လွလွၾကဴ	Hla Hla Kyu 	F
လွလွေမာ္	Hla Hla Maw 	F
လွလွေမ	Hla Hla May 	F
လွလွမိုး	Hla Hla Moe 	F
လွလွမူ	Hla Hla Mu 	F
လွလွၿမိဳင္	Hla Hla Myaing 	F
လွလွျမင့္	Hla Hla Myint 	F
လွလွႏြယ္	Hla Hla Nwe 	F
လွလွၫြန္႔	Hla Hla Nyunt 	F
လွလွဦး	Hla Hla Oo 	F
လွလွၿပံဳး	Hla Hla Pyone 	F
လွလွစိန္	Hla Hla Sein 	F
လွလွေဆြ	Hla Hla Swe 	F
လွလွသန္း	Hla Hla Than 	F
လွလွသိန္း	Hla Hla Thein 	F
လွလွတင္	Hla Hla Tin 	F
လွလွထြန္း	Hla Hla Tun 	F
လွလွေဝ	Hla Hla Wai 	F
လွလွဝင္း	Hla Hla Win 	F
လွလွရီ	Hla Hla Yi 	F
လွေဌး	Hla Htay 	M
လွေဌး	Hla Htay 	F
လွထူး	Hla Htoo 	M
လွထြဋ္	Hla Htut 	M
လွေ႐ႊ	Hla Htwe 	M
လွေထြး	Hla Htwe 	F
လွခိုင္	Hla Khaing 	M
လွခင္	Hla Khin 	M
လွခင္	Hla Khin 	F
လွကို	Hla Ko 	M
လွႀကိဳင္	Hla Kyaing 	M
လွႀကိဳင္	Hla Kyaing 	F
လွေက်ာ္	Hla Kyaw 	M
လွၾကည္	Hla Kyi 	M
လွၾကည္	Hla Kyi 	F
လွၾကင္	Hla Kyin 	M
လွၾကင္	Hla Kyin 	F
လွၾကဴ	Hla Kyu 	M
လွႂကြယ္	Hla Kywe 	M
လွေလး	Hla Lay 	M
လွေလး	Hla Lay 	F
လွေမာင္	Hla Maung 	M
လွေမာင္သိန္း	Hla Maung Thein 	M
လွေမာ္	Hla Maw 	M
လွေမ	Hla May 	F
လွမင္း	Hla Min 	M
လွမိုး	Hla Moe 	M
လွမိုးေအာင္	Hla Moe Aung 	M
လွမြန္	Hla Mon 	F
လွၿမိဳင္	Hla Myaing 	M
လွၿမိဳင္	Hla Myaing 	F
လွျမင့္	Hla Myint 	M
လွျမင့္	Hla Myint 	F
လွျမင့္ေအာင္	Hla Myint Aung 	M
လွျမင့္ေအာင္	Hla Myint Maung 	M
လွျမင့္ဦး	Hla Myint Oo 	M
လွျမင့္စိုး	Hla Myint Soe 	M
လွျမင့္သိန္း	Hla Myint Thein 	M
လွမ်ဳိး	Hla Myo 	M
လွမ်ဳိးေအာင္	Hla Myo Aung 	M
လွႏိုင္	Hla Naing 	M
လွေငြ	Hla Ngwe 	M
လွေငြ	Hla Ngwe 	F
လွႏု	Hla Nu 	F
လွႏြယ္	Hla Nwe 	M
လွႏြယ္	Hla Nwe 	F
လွၿငိမ္း	Hla Nyein 	M
လွညိဳ	Hla Nyo 	M
လွၫြန္႔	Hla Nyunt 	M
လွၫြန္႔	Hla Nyunt 	F
လွအုန္း	Hla Ohn 	M
လွဦး	Hla Oo 	M
လွဦး	Hla Oo 	F
လွေပါ	Hla Paw 	M
လွေဖ	Hla Pe 	M
လွဘုန္း	Hla Phone 	M
လွၿဖိဳး	Hla Phyo 	M
လွပို	Hla Po 	M
လွပို	Hla Po 	F
လွပ်ဳိ	Hla Pyo 	M
လွဆိုင္၊ လွစိုင္	Hla Saing 	M
လွစန္း၊ လွဆန္း	Hla San 	M
လွစန္းရီ	Hla San Yi 	F
လွေဆာင္	Hla Saung 	M
လွစိန္	Hla Sein 	M
လွစိန္	Hla Sein 	F
လွ႐ွိန္	Hla Shein 	M
လွ႐ွိန္	Hla Shein 	F
လွ႐ွင္	Hla Shin 	F
လွေ႐ႊ	Hla Shwe 	M
လွေ႐ႊ	Hla Shwe 	F
လွဆင့္	Hla Sint 	M
လွစိုး	Hla Soe 	M
လွေဆြ	Hla Swe 	M
လွသန္း	Hla Than 	M
လွသန္း	Hla Than 	F
လွေသာင္း	Hla Thaung 	M
လွေသာ္	Hla Thaw 	M
လွသိန္း	Hla Thein 	M
လွသိန္း	Hla Thein 	F
လွသိန္းထြန္း	Hla Thein Tun 	M
လွသင္း	Hla Thin 	M
လွသြယ္	Hla Thwe 	F
လွသြင္	Hla Thwin 	M
လွသြင္	Hla Thwin 	F
လွတင္	Hla Tin 	M
လွတင္	Hla Tin 	F
လွတင့္	Hla Tint 	M
လွတင့္	Hla Tint 	F
လွတိုး	Hla Toe 	M
လွထြန္း	Hla Tun 	M
လွထြန္းေအာင္	Hla Tun Aung 	M
လွထြန္းဦး	Hla Tun Oo 	M
လွေဝ	Hla Wai 	M
လွဝင္း	Hla Win 	M
လွဝင္း	Hla Win 	F
လွဝင္းေအာင္	Hla Win Aung 	M
လွဝင္းေဌး	Hla Win Htay 	M
လွဝင္းၾကည္	Hla Win Kyi 	F
လွရီ	Hla Yi 	M
လွရီ	Hla Yi 	F
လွရင္	Hla Yin 	M
လွရင္၊ လွယဥ္	Hla Yin 	F
လႈိင္	Hlaing 	M
လႈိင္	Hlaing 	F
လႈိင္ေအး	Hlaing Aye 	M
လႈိင္ဘြား	Hlaing Bwa 	M
လႈိင္လႈိင္ျမင့္	Hlaing Hlaing Myint 	F
လႈိင္လႈိင္ဝင္း	Hlaing Hlaing Win 	F
လႈိင္ၾကည္	Hlaing Kyi 	M
လႈိင္ျမင့္	Hlaing Myint 	M
လႈိင္ျမင့္စန္း	Hlaing Myint San 	M
လႈိင္အုန္း	Hlaing Ohn 	M
လႈိင္ဦး	Hlaing Oo 	M
လႈိင္ထြန္း	Hlaing Tun 	M
လႈိင္ဝင္း	Hlaing Win 	M
ႏွင္း	Hnin 	F
ႏွင္းေအး	Hnin Aye 	F
ႏွင္းလွ	Hnin Hla 	F
ႏွင္းႏွင္း	Hnin Hnin 	F
ႏွင္းႏွင္းေအး	Hnin Hnin Aye 	F
ႏွင္းႏွင္းဦး	Hnin Hnin Oo 	F
ႏွင္းႏွင္းေဝ	Hnin Hnin Wai 	F
ႏွင္းႏွင္းရီ	Hnin Hnin Yi 	F
ႏွင္းၾကည္	Hnin Kyi 	F
ႏွင္းေ႐ႊ	Hnin Shwe 	F
ႏွင္းဆီ	Hnin Si 	F
ႏွင္းေဝ	Hnin Wai 	F
ႏွင္းရဲ	Hnin Ye 	F
ႏွင္းရီ	Hnin Yi 	F
ႏွင္းရင္၊ ႏွင္းယဥ္	Hnin Yin 	F
ဟုတ္	Hoke 	M
ဟုတ္လႈိင္	Hoke Hlaing 	M
ဟုတ္ႀကိဳင္	Hoke Kyaing 	M
ဟုတ္ၾကည္	Hoke Kyi 	M
ဟုတ္စန္း၊ ဟုတ္ဆန္း	Hoke San 	M
ဟုတ္စိန္	Hoke Sein 	M
ဟုတ္႐ွိန္	Hoke Shein 	M
ဟုတ္ဝမ္	Hoke Wan 	M
ထားထား	Htar Htar 	F
ထားထားေအး	Htar Htar Aye 	F
ထားထားႀကိဳင္	Htar Htar Khaing 	F
ထားထားလြင္	Htar Htar Lwin 	F
ထားထားျမင့္	Htar Htar Myint 	F
ထားထားႏြယ္	Htar Htar Nwe 	F
ထားထားဦး	Htar Htar Oo 	F
ထားထားဝင္း	Htar Htar Win 	F
ထားထားရီ	Htar Htar Yi 	F
ထားၾကည္	Htar Kyi 	F
ထားရီ	Htar Yi 	F
ေဌး	Htay 	M
ေဌး	Htay 	F
ေဌးေအာင္	Htay Aung 	M
ေဌးေအာင္ေက်ာ္	Htay Aung Kyaw 	M
ေဌးလႈိင္	Htay Hlaing 	M
ေဌးေဌး	Htay Htay 	M
ေဌးေဌး	Htay Htay 	F
ေဌးေဌးေအာင္	Htay Htay Aung 	F
ေဌးေဌးေအး	Htay Htay Aye 	F
ေဌးေဌးလႈိင္	Htay Htay Hlaing 	F
ေဌးေဌးခိုင္	Htay Htay Khaing 	F
ေဌးေဌးၾကည္	Htay Htay Kyi 	F
ေဌးေဌးၾကဴ	Htay Htay Kyu 	F
ေဌးေဌးလြင္	Htay Htay Lwin 	F
ေဌးေဌးေမာ္	Htay Htay Maw 	F
ေဌးေဌးျမင့္	Htay Htay Myint 	F
ေဌးေဌးႏိုင္	Htay Htay Naing 	F
ေဌးေဌးႏြယ္	Htay Htay Nwe 	F
ေဌးေဌးၫြန္႔	Htay Htay Nyunt 	F
ေဌးေဌးဦး	Htay Htay Oo 	F
ေဌးေဌးစိန္	Htay Htay Sein 	F
ေဌးေဌးသန္း	Htay Htay Than 	F
ေဌးေဌးေဝ	Htay Htay Wai 	F
ေဌးေဌးဝင္း	Htay Htay Win 	F
ေဌးေဌးရီ	Htay Htay Yi 	F
ေဌးေဌးရင္၊ ေဌးေဌးယဥ္	Htay Htay Yin 	F
ေဌးခိုင္	Htay Khaing 	M
ေဌးခင္	Htay Khin 	F
ေဌးကို	Htay Ko 	M
ေဌးႀကိဳင္	Htay Kyaing 	M
ေဌးေက်ာ္	Htay Kyaw 	M
ေဌးၾကည္	Htay Kyi 	F
ေဌးႂကြယ္	Htay Kywe 	M
ေဌးလြင္	Htay Lwin 	M
ေဌးလြင္ဦး	Htay Lwin Oo 	M
ေဌးေမာင္	Htay Maung 	M
ေဌးမင္း	Htay Min 	M
ေဌးျမင့္	Htay Myint 	M
ေဌးျမင့္	Htay Myint 	F
ေဌးႏိုင္	Htay Naing 	M
ေဌးၫြန္႔	Htay Nyunt 	M
ေဌးဦး	Htay Oo 	M
ေဌးေ႐ႊ	Htay Shwe 	M
ေဌးသန္း	Htay Than 	M
ေဌးသိန္း	Htay Thein 	M
ေဌးတင္	Htay Tin 	M
ေဌးတင္	Htay Tin 	F
ေဌးတင့္	Htay Tint 	M
ေဌးဝင္း	Htay Win 	M
ေဌးဝင္း	Htay Win 	F
ေဌးရီ	Htay Yi 	F
ေဌးရင္	Htay Yin 	M
ေဌးရင္၊ ေဌးယဥ္	Htay Yin 	F
ထက္ထက္ေအာင္	Htet Htet Aung 	F
ထက္ထက္လင္း	Htet Htet Lin 	F
ထိုက္	Htike 	M
ထိုက္ထိုက္	Htike Htike 	F
ထိုက္စံ	Htike San 	M
ထင္ေအာင္	Htin Aung 	M
ထင္ေအာင္ေက်ာ္	Htin Aung Kyaw 	M
ထင္ေက်ာ္	Htin Kyaw 	M
ထင္ေက်ာ္ဦး	Htin Kyaw Oo 	M
ထင္လင္း	Htin Lin 	M
ထင္လင္းေအာင္	Htin Lin Aung 	M
ထင္ေပၚ	Htin Paw 	M
ထင္႐ွားေအာင္	Htin Shar Aung 	M
ထင္ေဇာ္	Htin Zaw 	M
ထူး	Htoo 	M
ထူးေအာင္	Htoo Aung 	M
ထူးထူးေအာင္	Htoo Htoo Aung 	F
ထူးျမင့္	Htoo Myint 	M
ေထြး	Htwe 	M
ေထြး	Htwe 	F
ေထြးေအာင္	Htwe Aung 	M
ေထြးေထြး	Htwe Htwe 	F
ေထြးေထြးလွ	Htwe Htwe Hla 	F
ေထြးေထြးခိုင္	Htwe Htwe Khaing 	F
ေထြးေထြးၾကည္	Htwe Htwe Kyi 	F
ေထြးေထြးျမင့္	Htwe Htwe Myint 	F
ေထြးေထြးၫြန္႔	Htwe Htwe Nyunt 	F
ေထြးေထြးဝင္း	Htwe Htwe Win 	F
ေထြးေထြးရီ	Htwe Htwe Yi 	F
ေထြးၾကည္	Htwe Kyi 	M
ေထြးၾကည္	Htwe Kyi 	F
ေထြးလြင္	Htwe Lwin 	M
ေထြးေမာင္	Htwe Maung 	M
ေထြးျမင့္	Htwe Myint 	M
ေထြးႏိုင္	Htwe Naing 	M
ေထြးစိန္	Htwe Sein 	F
ေထြးတင္	Htwe Tin 	F
ေထြးဝင္း	Htwe Win 	M
ေထြးရီ	Htwe Yi 	F
ေထြးရင္၊ ေထြးယဥ္	Htwe Yin 	F
ကံ	Kan 	M
ကံေအး	Kan Aye 	M
ကံခ်ာ	Kan Char 	M
ကံခြ်န္	Kan Chun 	M
ကံႀကီး	Kan Gyi 	M
ကံလွ	Kan Hla 	M
ကံလႈိင္	Kan Hlaing 	M
ကံေဌး	Kan Htay 	M
ကံထူး	Kan Htoo 	M
ကံေထြး	Kan Htwe 	M
ကံေမာင္	Kan Maung 	M
ကံျမင့္	Kan Myint 	M
ကံၫြန္႔	Kan Nyunt 	M
ကံဦး	Kan Oo 	M
ကံစ	Kan Sa 	M
ကံစိန္	Kan Sein 	M
ကံ႐ွိန္	Kan Shein 	M
ကံ႐ွိ	Kan Shi 	M
ကံဆင့္	Kan Sint 	M
ကံသာ	Kan Thar 	M
ကံေသာင္း	Kan Thaung 	M
ကံသိန္း	Kan Thein 	M
ကံတင္	Kan Tin 	M
ကံထြန္း	Kan Tun 	M
ကံဝင္း	Kan Win 	M
ကံရ	Kan Ya 	M
ကံရင္	Kan Yin 	M
ေကာင္း	Kaung 	M
ေကာင္းျမတ္	Kaung Myat 	M
ေကာင္းျမတ္ထြန္း	Kaung Myat Tun 	M
ေကာင္းျမင့္	Kaung Myint 	M
ေကာင္းၫြန္႔	Kaung Nyunt 	M
ေကာင္းစံ၊ ေကာင္းစန္း၊ ေကာင္းဆန္း	Kaung San 	M
ေကသီ	Kaythi 	F
ေကသီေအာင္	Kaythi Aung 	F
ေကသီလႈိင္	Kaythi Hlaing 	F
ေကသီႀကိဳင္	Kaythi Khaing 	F
ေကသီလြင္	Kaythi Lwin 	F
ေကသီႏြယ္	Kaythi Nwe 	F
ေကသီဦး	Kaythi Oo 	F
ေကသီစိုး	Kaythi Soe 	F
ေကသီထြန္း	Kaythi Tun 	F
ေကသီဝင္း	Kaythi Win 	F
ခိုင္	Khaing 	M
ခိုင္	Khaing 	F
ခိုင္ခိုင္	Khaing Khaing 	F
ခိုင္ခိုင္မာ	Khaing Khaing Mar 	F
ခိုင္ခိုင္ျမင့္	Khaing Khaing Myint 	F
ခိုင္ခိုင္ၫြန္႔	Khaing Khaing Nyunt 	F
ခိုင္ခိုင္ဦး	Khaing Khaing Oo 	F
ခိုင္ခိုင္စိုး	Khaing Khaing Soe 	F
ခိုင္ခိုင္ထြန္း	Khaing Khaing Tun 	F
ခိုင္ခိုင္ေဝ	Khaing Khaing Wai 	F
ခိုင္ခိုင္ဝင္း	Khaing Khaing Win 	F
ခိုင္လင္း	Khaing Lin 	M
ခိုင္မင္း	Khaing Min 	M
ခိုင္စိုး	Khaing Soe 	M
ခိုင္ထြန္း	Khaing Tun 	M
ခိုင္ဝါ	Khaing War 	F
ခိုင္ဝင္း	Khaing Win 	M
ခိုင္ေဇာ္	Khaing Zaw 	F
ခင္	Khin 	M
ခင္	Khin 	F
ခင္ေအာင္	Khin Aung 	M
ခင္ေအး	Khin Aye 	M
ခင္ေအး	Khin Aye 	F
ခင္ေအးခ်ဳိ	Khin Aye Cho 	F
ခင္ေအးေက်ာ္	Khin Aye Kyaw 	F
ခင္ေအးၾကည္	Khin Aye Kyi 	F
ခင္ေအးၾကဴ	Khin Aye Kyu 	F
ခင္ေအးလြင္	Khin Aye Lwin 	F
ခင္ေအးေမာ္	Khin Aye Maw 	F
ခင္ေအးမြန္	Khin Aye Mon 	F
ခင္ေအးမူ	Khin Aye Mu 	F
ခင္ေအးျမင့္	Khin Aye Myint 	F
ခင္ေအးႏြယ္	Khin Aye Nwe 	F
ခင္ေအးေဆြ	Khin Aye Swe 	F
ခင္ေအးသန္း	Khin Aye Than 	F
ခင္ေအးသာ	Khin Aye Thar 	F
ခင္ေအးသီ	Khin Aye Thi 	F
ခင္ေအးတင့္	Khin Aye Tint 	F
ခင္ေအးဝင္း	Khin Aye Win 	F
ခင္ေအးရီ	Khin Aye Yi 	F
ခင္ခ်ဳိ	Khin Cho 	M
ခင္ခ်ဳိ	Khin Cho 	F
ခင္ခ်ဳိခ်ဳိ	Khin Cho Cho 	F
ခင္ခ်ဳိလြင္	Khin Cho Lwin 	F
ခင္ခ်ဳိျမင့္	Khin Cho Myint 	F
ခင္ခ်ဳိဦး	Khin Cho Oo 	F
ခင္ခ်ဳိသက္	Khin Cho Thet 	F
ခင္ခ်ဳိဝင္း	Khin Cho Win 	F
